outer_fold,seed_index,q,orthogonalized_target_l2,first_stage_rbf25_l2,second_stage_fidelity_l2,second_stage_rbf50_l2,validation_outcomes_used,stage_order,channel_source
CV02,10,4,0.6277208852076008,1.503520175260043,1.433858037022193,1.9266062885669526,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,10,6,0.6479459244518292,1.0182704306704446,1.8064308490617806,0.5165821083600776,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,10,8,0.5956519413790858,0.7722525951366362,0.8640616817710193,0.6127468675489903,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,11,4,0.6276224511152819,1.5034408933275312,1.4332410520380652,1.925435303729201,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,11,6,0.6479266035053863,1.0180494610063409,1.805299542804062,0.5173152313902782,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,11,8,0.5958721553849483,0.7727544414949883,0.8809383705701173,0.6153873254112783,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,12,4,0.6279121511630289,1.5035513214582115,1.4342847460656067,1.926449706152153,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,12,6,0.6479214628394366,1.0180838668801249,1.7901319589822986,0.5171045850116778,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,12,8,0.595779312727236,0.7725259136348208,0.8874742257178195,0.6132449105682082,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,13,4,0.6277612910697903,1.5035297283171867,1.433728645689836,1.9262196262782874,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,13,6,0.647904086342814,1.0182184895484638,1.8003522683848197,0.5173403370311673,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,13,8,0.595715173718829,0.7725117308018571,0.8939790834965786,0.6125106573042086,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,14,4,0.6278277955741592,1.5035748837922815,1.4291621823129388,1.9262807790995642,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,14,6,0.6479663110783838,1.0183252300154686,1.81748037295913,0.5155041580094143,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,14,8,0.5957258749044931,0.7726640804603099,0.8883786480217618,0.6158359529972063,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
CV02,15,4,0.6276398963794462,1.5035465327968547,1.4317162639296757,1.9264016680604361,0,shared_rbf25_then_e2_second_stage,inner_oof_rbf25_orthogonalized_target
